NMEAS,NSTEP,NSAMPLE,TIMESTAMP(s),TIME_ERR(ms),VOLTAGE(V),CURRENT(A)
59,11,4,60.000080,93.000000,0.559000,0.458700
60,12,0,61.000080,142.000000,0.610000,0.482700
61,12,1,62.000080,126.000000,0.610000,0.476200
62,12,2,63.000080,95.000000,0.610000,0.474000
63,12,3,64.000076,91.000000,0.610000,0.471800
64,12,4,65.000076,88.000000,0.610000,0.471800
65,13,0,66.000076,88.000000,0.661000,0.494700
66,13,1,67.000076,92.000000,0.661000,0.487600
67,13,2,68.000076,136.000000,0.661000,0.486000
68,13,3,69.000076,174.000000,0.661000,0.484900
69,13,4,70.000076,124.000000,0.661000,0.484900
70,14,0,71.000076,91.000000,0.711000,0.505600
71,14,1,72.000076,88.000000,0.711000,0.498500
72,14,2,73.000084,91.000000,0.711000,0.496900
73,14,3,74.000084,88.000000,0.711000,0.495800
74,14,4,75.000084,91.000000,0.711000,0.495800
75,15,0,76.000084,93.000000,0.762000,0.515500
76,15,1,77.000076,89.000000,0.762000,0.508900
77,15,2,78.000084,140.000000,0.762000,0.507300
78,15,3,79.000084,150.000000,0.762000,0.506700
79,15,4,80.000084,126.000000,0.762000,0.506700
80,16,0,81.000076,93.000000,0.800000,0.520900
81,16,1,82.000076,91.000000,0.800000,0.516000
82,16,2,83.000076,86.000000,0.800000,0.515500
83,16,3,84.000084,90.000000,0.800000,0.514400
84,16,4,85.000076,92.000000,0.800000,0.514400
85,17,0,86.000084,93.000000,0.851000,0.531300
86,17,1,87.000076,137.000000,0.851000,0.526400
87,17,2,88.000076,126.000000,0.851000,0.524700
88,17,3,89.000076,96.000000,0.851000,0.524200
89,17,4,90.000076,94.000000,0.851000,0.524200
90,18,0,91.000069,87.000000,0.902000,0.540600
91,18,1,92.000076,90.000000,0.902000,0.535100
92,18,2,93.000076,87.000000,0.902000,0.534000
93,18,3,94.000076,91.000000,0.902000,0.534000
94,18,4,95.000076,136.000000,0.902000,0.533500
95,19,0,96.000076,123.000000,0.952000,0.549300
96,19,1,97.000084,120.000000,0.952000,0.544900
97,19,2,98.000076,90.000000,0.952000,0.543800
98,19,3,99.000076,93.000000,0.952000,0.542700
99,19,4,100.000076,90.000000,0.952000,0.542700
100,20,0,101.000076,91.000000,1.003000,0.558000
101,20,1,102.000076,89.000000,1.003000,0.554700
102,20,2,103.000076,139.000000,1.003000,0.552600
103,20,3,104.000084,122.000000,1.003000,0.552600
104,20,4,105.000076,93.000000,1.003000,0.552600
105,20,0,106.000076,93.000000,1.003000,0.552600
106,20,1,107.000076,89.000000,1.003000,0.552600
107,20,2,108.000076,93.000000,1.003000,0.552600
108,20,3,109.000076,164.000000,1.003000,0.552600
109,20,4,110.000084,135.000000,1.003000,0.552600
110,19,0,111.000076,122.000000,0.952000,0.536200
111,19,1,112.000076,92.000000,0.952000,0.541600
112,19,2,113.000076,90.000000,0.952000,0.541600
113,19,3,114.000084,92.000000,0.952000,0.542700
114,19,4,115.000092,90.000000,0.952000,0.542200
115,18,0,116.000076,92.000000,0.902000,0.526400
116,18,1,117.000076,88.000000,0.902000,0.531300
117,18,2,118.000076,91.000000,0.902000,0.532900
118,18,3,119.000076,169.000000,0.902000,0.532900
119,18,4,120.000084,139.000000,0.902000,0.532900
120,17,0,121.000084,126.000000,0.851000,0.516500
121,17,1,122.000084,95.000000,0.851000,0.520900
122,17,2,123.000076,92.000000,0.851000,0.522000
123,17,3,124.000076,89.000000,0.851000,0.523100
124,17,4,125.000076,93.000000,0.851000,0.523100
125,16,0,126.000076,88.000000,0.800000,0.505600
126,16,1,127.000076,91.000000,0.800000,0.511100
127,16,2,128.000076,135.000000,0.800000,0.512200
128,16,3,129.000076,125.000000,0.800000,0.512700
129,16,4,130.000076,94.000000,0.800000,0.513300
130,15,0,131.000076,88.000000,0.762000,0.498500
131,15,1,132.000076,91.000000,0.762000,0.502900
132,15,2,133.000076,88.000000,0.762000,0.504000
133,15,3,134.000076,92.000000,0.762000,0.504500
134,15,4,135.000076,136.000000,0.762000,0.504500
135,14,0,136.000076,124.000000,0.711000,0.484900
136,14,1,137.000076,94.000000,0.711000,0.490400
137,14,2,138.000076,91.000000,0.711000,0.492500
138,14,3,139.000076,93.000000,0.711000,0.493600
139,14,4,140.000076,89.000000,0.711000,0.493600
140,13,0,141.000076,91.000000,0.661000,0.472300
141,13,1,142.000076,168.000000,0.661000,0.478300
142,13,2,143.000076,144.000000,0.661000,0.480500
143,13,3,144.000076,134.000000,0.661000,0.481600
144,13,4,145.000076,105.000000,0.661000,0.481600
145,12,0,146.000092,93.000000,0.610000,0.459200
146,12,1,147.000076,91.000000,0.610000,0.465200
147,12,2,148.000076,88.000000,0.610000,0.468000
148,12,3,149.000076,91.000000,0.610000,0.469100
149,12,4,150.000076,136.000000,0.610000,0.469600
150,11,0,151.000076,124.000000,0.559000,0.443400
151,11,1,152.000076,93.000000,0.559000,0.450500
152,11,2,153.000076,89.000000,0.559000,0.453200
153,11,3,154.000076,92.000000,0.559000,0.454300
154,11,4,155.000076,89.000000,0.559000,0.454900
155,10,0,156.000076,90.000000,0.508000,0.428100
156,10,1,157.000076,93.000000,0.508000,0.434700
157,10,2,158.000076,138.000000,0.508000,0.438000
158,10,3,159.000076,122.000000,0.508000,0.439100
159,10,4,160.000076,91.000000,0.508000,0.440100
160,9,0,161.000076,90.000000,0.458000,0.410700
161,9,1,162.000076,93.000000,0.458000,0.417200
162,9,2,163.000076,90.000000,0.458000,0.420500
163,9,3,164.000076,168.000000,0.458000,0.421600
164,9,4,165.000076,138.000000,0.458000,0.423800
165,8,0,166.000076,126.000000,0.407000,0.389400
166,8,1,167.000076,109.000000,0.407000,0.397600
167,8,2,168.000092,106.000000,0.407000,0.400900
168,8,3,169.000076,104.000000,0.407000,0.401900
169,8,4,170.000076,86.000000,0.407000,0.403000
170,7,0,171.000076,93.000000,0.356000,0.364800
171,7,1,172.000092,88.000000,0.356000,0.373000
172,7,2,173.000076,146.000000,0.356000,0.376300
173,7,3,174.000092,135.000000,0.356000,0.380100
174,7,4,175.000092,106.000000,0.356000,0.380100
175,6,0,176.000092,87.000000,0.306000,0.337000
176,6,1,177.000076,91.000000,0.306000,0.345200
177,6,2,178.000076,93.000000,0.306000,0.349600
178,6,3,179.000076,89.000000,0.306000,0.351700
179,6,4,180.000076,92.000000,0.306000,0.351700
180,5,0,181.000076,146.000000,0.255000,0.303700
181,5,1,182.000076,136.000000,0.255000,0.310800
182,5,2,183.000076,99.000000,0.242000,0.314600
183,5,3,184.000076,89.000000,0.242000,0.316800
184,5,4,185.000076,86.000000,0.242000,0.319000
185,4,0,186.000076,86.000000,0.204000,0.276400
186,4,1,187.000076,88.000000,0.217000,0.281900
187,4,2,188.000076,90.000000,0.204000,0.285200
188,4,3,189.000076,141.000000,0.217000,0.286800
189,4,4,190.000076,137.000000,0.217000,0.288400
190,3,0,191.000092,104.000000,0.153000,0.223000
191,3,1,192.000076,87.000000,0.153000,0.227300
192,3,2,193.000092,88.000000,0.153000,0.231700
193,3,3,194.000092,90.000000,0.153000,0.233900
194,3,4,195.000076,87.000000,0.153000,0.236000
195,2,0,196.000076,150.000000,0.103000,0.162400
196,2,1,197.000076,147.000000,0.103000,0.166200
197,2,2,198.000076,103.000000,0.103000,0.168400
198,2,3,199.000076,91.000000,0.115000,0.170600
199,2,4,200.000076,88.000000,0.103000,0.171700
200,1,0,201.000092,87.000000,0.052000,0.087600
201,1,1,202.000076,89.000000,0.065000,0.087600
202,1,2,203.000076,173.000000,0.052000,0.089800
203,1,3,204.000076,143.000000,0.052000,0.092000
204,1,4,205.000076,139.000000,0.065000,0.092000
205,0,0,206.000076,104.000000,0.001000,-0.001900
206,0,1,207.000076,91.000000,0.001000,-0.001900
207,0,2,208.000076,85.000000,0.001000,-0.001900
208,0,3,209.000076,87.000000,0.001000,-0.001900
209,0,4,210.000076,88.000000,0.001000,-0.001900
