NMEAS,NSTEP,NSAMPLE,TIMESTAMP(s),TIME_ERR(ms),VOLTAGE(V),CURRENT(A)
119,18,4,120.000084,165.000000,0.903000,0.243900
120,17,0,121.000076,145.000000,0.853000,0.238900
121,17,1,122.000076,121.000000,0.853000,0.239500
122,17,2,123.000084,165.000000,0.853000,0.239500
123,17,3,124.000076,147.000000,0.853000,0.239500
124,17,4,125.000076,124.000000,0.853000,0.239500
125,16,0,126.000076,137.000000,0.802000,0.234000
126,16,1,127.000076,106.000000,0.802000,0.234600
127,16,2,128.000076,89.000000,0.802000,0.234600
128,16,3,129.000076,88.000000,0.802000,0.235100
129,16,4,130.000092,90.000000,0.802000,0.234600
130,15,0,131.000076,88.000000,0.751000,0.229100
131,15,1,132.000076,145.000000,0.751000,0.229600
132,15,2,133.000092,140.000000,0.751000,0.230200
133,15,3,134.000092,101.000000,0.751000,0.230200
134,15,4,135.000092,90.000000,0.751000,0.229600
135,14,0,136.000092,89.000000,0.701000,0.223600
136,14,1,137.000076,91.000000,0.701000,0.224700
137,14,2,138.000076,92.000000,0.701000,0.224700
138,14,3,139.000076,87.000000,0.701000,0.224700
139,14,4,140.000076,151.000000,0.701000,0.224700
140,13,0,141.000092,139.000000,0.663000,0.219800
141,13,1,142.000092,149.000000,0.663000,0.220300
142,13,2,143.000092,106.000000,0.663000,0.220300
143,13,3,144.000076,90.000000,0.663000,0.220300
144,13,4,145.000076,86.000000,0.663000,0.220300
145,12,0,146.000076,86.000000,0.612000,0.212700
146,12,1,147.000076,150.000000,0.612000,0.214300
147,12,2,148.000092,167.000000,0.612000,0.214300
148,12,3,149.000092,171.000000,0.612000,0.214300
149,12,4,150.000076,148.000000,0.612000,0.214300
150,11,0,151.000076,102.000000,0.561000,0.205500
151,11,1,152.000076,92.000000,0.561000,0.207200
152,11,2,153.000076,88.000000,0.561000,0.207200
153,11,3,154.000092,91.000000,0.561000,0.207700
154,11,4,155.000076,148.000000,0.561000,0.207700
155,10,0,156.000076,170.000000,0.511000,0.198400
156,10,1,157.000107,146.000000,0.511000,0.199500
157,10,2,158.000076,102.000000,0.511000,0.199500
158,10,3,159.000076,92.000000,0.511000,0.200100
159,10,4,160.000076,89.000000,0.511000,0.200100
160,9,0,161.000076,89.000000,0.460000,0.189700
161,9,1,162.000092,93.000000,0.460000,0.190800
162,9,2,163.000076,150.000000,0.460000,0.191300
163,9,3,164.000076,147.000000,0.460000,0.191300
164,9,4,165.000092,103.000000,0.460000,0.191300
165,8,0,166.000076,91.000000,0.409000,0.179800
166,8,1,167.000076,87.000000,0.409000,0.181400
167,8,2,168.000076,90.000000,0.409000,0.181400
168,8,3,169.000076,87.000000,0.409000,0.182000
169,8,4,170.000076,151.000000,0.409000,0.182000
170,7,0,171.000076,144.000000,0.359000,0.167800
171,7,1,172.000076,101.000000,0.359000,0.169400
172,7,2,173.000076,90.000000,0.359000,0.169900
173,7,3,174.000092,87.000000,0.359000,0.169900
174,7,4,175.000076,90.000000,0.359000,0.169900
175,6,0,176.000076,91.000000,0.295000,0.154100
176,6,1,177.000092,87.000000,0.295000,0.156300
177,6,2,178.000076,90.000000,0.295000,0.156800
178,6,3,179.000092,175.000000,0.308000,0.156800
179,6,4,180.000076,145.000000,0.295000,0.156800
180,5,0,181.000076,146.000000,0.257000,0.137600
181,5,1,182.000076,102.000000,0.245000,0.139800
182,5,2,183.000076,112.000000,0.245000,0.140400
183,5,3,184.000076,108.000000,0.245000,0.140400
184,5,4,185.000076,92.000000,0.245000,0.140400
185,4,0,186.000092,86.000000,0.194000,0.117900
186,4,1,187.000076,88.000000,0.194000,0.120100
187,4,2,188.000092,91.000000,0.194000,0.120700
188,4,3,189.000092,167.000000,0.207000,0.120700
189,4,4,190.000076,138.000000,0.194000,0.121200
190,3,0,191.000076,125.000000,0.169000,0.101500
191,3,1,192.000076,93.000000,0.156000,0.102000
192,3,2,193.000076,89.000000,0.156000,0.103100
193,3,3,194.000076,92.000000,0.156000,0.103100
194,3,4,195.000076,88.000000,0.169000,0.103100
195,2,0,196.000076,88.000000,0.105000,0.072500
196,2,1,197.000076,152.000000,0.105000,0.073600
197,2,2,198.000076,88.000000,0.105000,0.074700
198,2,3,199.000092,89.000000,0.105000,0.074700
199,2,4,200.000076,150.000000,0.105000,0.074700
200,1,0,201.000107,140.000000,0.055000,0.040200
201,1,1,202.000092,135.000000,0.055000,0.040200
202,1,2,203.000076,162.000000,0.055000,0.041300
203,1,3,204.000076,149.000000,0.055000,0.040700
204,1,4,205.000076,123.000000,0.055000,0.041300
205,0,0,206.000076,99.000000,0.004000,0.002400
206,0,1,207.000076,91.000000,0.004000,0.002400
207,0,2,208.000076,89.000000,0.004000,0.002400
208,0,3,209.000076,90.000000,0.004000,0.002400
209,0,4,210.000076,85.000000,0.004000,0.002400
